City,State Abbreviation,total_listings
Gorham,NY,1
Goshen,CT,1
Goshen,IN,11
Goshen,KY,1
Goshen,MA,1
Goshen,NY,6
Gotha,FL,2
Gothenburg,NE,1
Gouldsboro,ME,7
Gouldsboro,PA,4
Government Camp,OR,2
Grabill,IN,2
Grace,ID,1
Grafton,MA,6
Grafton,NH,4
Grafton,NY,1
Grafton,VT,3
Grafton,WI,7
Grafton,WV,3
Graham,NC,17
Graham,TX,2
Graham,WA,19
Grahamsville,NY,1
Grain Valley,MO,1
Granada Hills,CA,30
Granbury,TX,39
Granby,CO,16
Granby,CT,5
Granby,MA,4
Grand Bay,AL,1
Grand Blanc,MI,5
Grand Coteau,LA,1
Grand Coulee,WA,1
Grand Forks,ND,29
Grand Haven,MI,22
Grand Island,FL,2
Grand Island,NE,36
Grand Island,NY,5
Grand Isle,LA,1
Grand Isle,VT,9
Grand Junction,CO,330
Grand Junction,MI,1
Grand Lake,CO,5
Grand Lake Stream,ME,1
Grand Ledge,MI,4
Grand Marais,MN,1
Grand Prairie,TX,79
Grand Rapids,MI,224
Grand Rapids,MN,5
Grand River,OH,1
Grand Rivers,KY,1
Grand Saline,TX,1
Grand Terrace,CA,12
Grandview,MO,16
Grandview,WA,12
Grandville,MI,8
Grandy,NC,1
Granger,IN,2
Granger,WA,1
Grangeville,ID,4
Granite Bay,CA,32
Granite City,IL,9
Granite Falls,NC,9
Granite Falls,WA,3
Graniteville,SC,5
Graniteville,VT,1
Grant,AL,1
Grant,FL,3
Grant,MI,2
Grantham,NH,20
Grants,NM,4
Grants Pass,OR,166
Grantsville,MD,1
Grantville,GA,1
Grantville,PA,2
Granville,NY,4
Granville,OH,6
Granville,PA,1
Granville,VT,3
Granville Summit,PA,1
Grapeview,WA,2
Grapevine,TX,14
Grasonville,MD,4
Grass Lake,MI,2
Grass Valley,CA,75
Graton,CA,3
Gravois Mills,MO,4
Grawn,MI,1
Gray,GA,2
Gray,LA,1
Gray,ME,13
Grayland,WA,5
Grayling,MI,6
Grayslake,IL,4
Grayson,GA,17
Grayson,KY,1
Great Barrington,MA,16
Great Bend,KS,5
Great Cacapon,WV,1
Great Falls,MT,102
Great Falls,VA,5
Great Meadows,NJ,1
Great Mills,MD,1
Great Neck,NY,8
Greeley,CO,84
Greeley,NE,1
Green,OH,2
Green Bay,VA,2
Green Bay,WI,150
Green Cove Springs,FL,7
Green Forest,AR,1
Green Lake,WI,4
Green Lane,PA,1
Green Mountain Falls,CO,6
Green River,WY,2
Green Valley,AZ,24
Green Valley,CA,1
Green Valley Lake,CA,5
Greenacres,FL,8
Greenacres,WA,3
Greenback,TN,1
Greenbackville,VA,1
Greenbank,WA,10
Greenbelt,MD,12
Greenbrae,CA,15
Greenbrier,TN,2
Greenbush,ME,1
Greenbush,MI,3
Greencastle,IN,2
Greencastle,PA,1
Greendale,WI,4
Greene,ME,11
Greeneville,TN,14
Greenfield,CA,5
Greenfield,IN,7
Greenfield,MA,13
Greenfield,WI,6
Greenfield Center,NY,1
Greenhurst,NY,1
Greenland,NH,4
Greenport,NY,5
Greensboro,GA,11
Greensboro,PA,1
Greensboro,VT,1
Greensboro Bend,VT,2
Greensburg,IN,1
Greensburg,PA,8
Greentown,PA,2
Greenvale,NY,2
Greenville,AL,1
Greenville,CA,1
Greenville,ME,6
Greenville,MI,5
Greenville,MS,2
Greenville,NC,206
Greenville,NY,1
Greenville,OH,5
Greenville,PA,1
Greenville,RI,1
Greenville,SC,428
Greenville,TX,13
Greenville,VA,2
Greenville,WI,2
Greenville Junction,ME,4
Greenwell Springs,LA,1
Greenwich,CT,16
Greenwich,NJ,1
Greenwich,NY,3
Greenwood,AR,4
Greenwood,CA,1
Greenwood,DE,2
Greenwood,IN,10
Greenwood,ME,3
Greenwood,MO,2
Greenwood,SC,42
Greenwood,VA,1
Greenwood Lake,NY,7
Greenwood Village,CO,23
Greer,SC,42
Gregory,MI,1
Grenada,MS,1
Gresham,OR,62
Gresham,WI,1
Gretna,LA,27
Gretna,NE,2
Greybull,WY,2
Gridley,CA,1
Griffin,GA,7
Griffith,IN,2
Grimes,IA,9
Grinnell,IA,3
Griswold,CT,1
Grosse Ile,MI,2
Grosse Pointe,MI,24
Groton,CT,14
Groton,MA,2
Grottoes,VA,4
Grove,OK,4
Grove City,OH,11
Groveland,CA,6
Groveland,FL,10
Groveland,IL,3
Groveport,OH,5
Grover,NC,2
Grover Beach,CA,76
Groves,TX,1
Groveton,NH,2
Grovetown,GA,25
Guadalupe,CA,8
Guerneville,CA,34
Guffey,CO,1
Guilderland,NY,3
Guilford,CT,21
Guilford,ME,3
Guilford,VT,3
Gulf Breeze,FL,65
Gulf Shores,AL,46
Gulfport,FL,65
Gulfport,MS,66
Gun Barrel City,TX,6
Gunnison,CO,8
Gunter,TX,1
Guntersville,AL,9
Guntown,MS,1
Gurley,AL,1
Gurnee,IL,3
Guthrie,KY,1
Guthrie,OK,1
Guthrie Center,IA,1
Guttenberg,IA,1
Guyton,GA,6
Gwinn,MI,4
Gwynn Oak,MD,8
Gypsum,CO,4
Hacienda Heights,CA,12
Hackensack,NJ,30
Hackettstown,NJ,3
Haddam,CT,1
Haddock,GA,1
Haddon Heights,NJ,2
Haddonfield,NJ,4
Hadley,MA,4
Hadley,NY,2
Hagaman,NY,1
Hagerhill,KY,3
Hagerman,ID,2
Hagerstown,MD,46
Hahira,GA,7
Haiku,HI,30
Hailey,ID,32
Haines,AK,1
Haines,OR,1
Haines City,FL,63
Hakalau,HI,2
Haleiwa,HI,70
Hales Corners,WI,2
Halethorpe,MD,10
Haleyville,AL,2
Half Moon Bay,CA,24
Half Way,MO,1
Halifax,NC,2
Halifax,PA,1
Hallandale,FL,6
Hallandale Beach,FL,31
Hallowell,ME,18
Hallsville,MO,6
Hallsville,TX,2
Halstead,KS,1
Haltom City,TX,10
Hamburg,MI,1
Hamburg,NY,7
Hamden,CT,70
Hamel,MN,2
Hamer,SC,1
Hamilton,GA,3
Hamilton,IL,1
Hamilton,IN,1
Hamilton,MO,1
Hamilton,MT,20
Hamilton,NY,2
Hamilton,OH,31
Hamilton,VA,2
Hamilton Township,NJ,10
Hamlet,NC,2
Hamlin,NY,3
Hamlin,PA,2
Hammett,ID,1
Hammond,IN,5
Hammond,LA,6
Hammond,NY,2
Hammondsport,NY,7
Hampden,ME,18
Hampshire,IL,3
Hampstead,MD,5
Hampstead,NC,23
Hampstead,NH,3
Hampton,GA,40
Hampton,IL,1
Hampton,NH,122
Hampton,NY,2
Hampton,VA,169
Hampton Bays,NY,18
Hampton Falls,NH,2
Hamtramck,MI,8
Hanahan,SC,33
Hanalei,HI,1
Hanamaulu,HI,4
Hanapepe,HI,4
Hanceville,AL,2
Hancock,MA,2
Hancock,MD,1
Hancock,ME,12
Hancock,MI,2
Hancock,NH,1
Hancock,NY,1
Hanford,CA,32
Hanna City,IL,1
Hannacroix,NY,1
Hannibal,MO,24
Hanover,IN,1
Hanover,MA,7
Hanover,MD,11
Hanover,NH,15
Hanover,PA,13
Hanover,VA,4
Hanover Park,IL,1
Hanson,KY,2
Hanson,MA,3
Hansville,WA,2
Hapeville,GA,28
Happy Valley,OR,52
Harahan,LA,6
Harbeson,DE,1
Harbor City,CA,15
Harbor Springs,MI,14
Hardeeville,SC,3
Hardin,KY,1
Hardin,MT,7
Hardinsburg,KY,2
Hardwick,VT,4
Hardy,VA,5
Harford,PA,1
Harker Heights,TX,12
Harkers Island,NC,2
Harlan,IN,1
Harlan,KY,2
Harlem,GA,2
Harleysville,PA,5
Harlingen,TX,21
Harmony,PA,1
Harold,KY,3
Harper,TX,1
Harper Woods,MI,13
Harpers Ferry,IA,1
Harpers Ferry,WV,10
Harpersfield,NY,1
Harpersville,AL,1
Harpswell,ME,18
Harrah,OK,1
Harriman,NY,1
Harriman,TN,1
Harrington,ME,2
Harrisburg,IL,1
Harrisburg,NC,16
Harrisburg,OR,1
Harrisburg,PA,163
Harrisburg,SD,2
Harrison,AR,14
Harrison,ID,2
Harrison,ME,8
Harrison,MI,2
Harrison,NJ,6
Harrison,NY,2
Harrison,OH,1
Harrison,TN,5
Harrison Township,MI,5
Harrisonburg,VA,43
Harrisville,NH,3
Harrisville,RI,1
Harrodsburg,KY,6
Harshaw,WI,1
Hart,MI,1
Hartford,CT,122
Hartford,KY,1
Hartford,ME,1
Hartford,NY,1
Hartford,SD,1
Hartford,VT,18
Hartford,WI,3
Hartland,MI,1
Hartland,VT,13
Hartland,WI,2
Hartland Four Corners,VT,4
Hartsburg,MO,1
Hartsdale,NY,2
Hartsel,CO,2
Hartselle,AL,1
Hartsfield,GA,1
Hartsville,SC,8
Hartsville,TN,1
Hartville,OH,2
Hartwell,GA,9
Hartwick,NY,5
Harvard,NE,1
Harvest,AL,7
Harvey,IL,4
Harvey,LA,23
Harvey,ND,1
Harveys Lake,PA,1
Harwich,MA,36
Harwich Port,MA,9
Harwinton,CT,2
Harwood,MD,1
Harwood Heights,IL,1
Hasbrouck Heights,NJ,6
Haskell,NJ,1
Haslet,TX,15
Haslett,MI,7
Hastings,MI,2
Hastings,MN,6
Hastings,NE,9
Hastings On Hudson,NY,1
Hatboro,PA,1
Hatfield,MA,2
Hatfield,PA,3
Hatley,WI,2
Hattiesburg,MS,31
Haubstadt,IN,3
Haughton,LA,4
Hauppauge,NY,1
Hauula,HI,25
Havana,FL,3
Havelock,NC,3
Haverford,PA,1
Haverhill,MA,25
Haverhill,NH,1
Haverstraw,NY,4
Havertown,PA,1
Havre De Grace,MD,3
Haw River,NC,3
Hawaiian Gardens,CA,1
Hawi,HI,8
Hawkins,TX,2
Hawley,PA,4
Hawley,TX,2
Hawthorn Woods,IL,2
Hawthorne,CA,66
Hawthorne,FL,3
Hawthorne,NJ,6
Hawthorne,NV,2
Haxtun,CO,1
Hayden,CO,1
Hayden,ID,32
Haydenville,MA,1
Hayes,VA,2
Hayesville,NC,3
Hayfield,MN,1
Haymarket,VA,7
Hays,KS,23
Hays,NC,1
Haysi,VA,1
Haysville,KS,1
Hayward,CA,129
Hayward,WI,14
Hazard,KY,13
Hazel Crest,IL,2
Hazel Green,AL,1
Hazel Park,MI,23
Hazelhurst,WI,4
Hazelwood,MO,9
Hazelwood,NC,1
Hazlet,NJ,3
Hazleton,PA,2
Headland,AL,7
Heath,OH,6
Heath,TX,1
Heathsville,VA,1
Heber,AZ,1
Heber City,UT,25
Heber Springs,AR,1
Hebo,OR,1
Hebron,IN,1
Hebron,KY,8
Hebron,MD,2
Hebron,OH,1
Hector,NY,2
Hedgesville,WV,13
Hedrick,IA,1
Heflin,AL,1
Helen,GA,2
Helena,AL,5
Helena,MT,145
Helendale,CA,4
Hellertown,PA,4
Helmetta,NJ,2
Helotes,TX,7
Hematite,MO,2
Hemet,CA,41
Hemingway,SC,2
Hempstead,NY,15
Henderson,AR,1
Henderson,CO,10
Henderson,KY,7
Henderson,NC,8
Henderson,TN,4
Henderson,TX,2
Hendersonville,NC,128
Hendersonville,TN,47
Hendricks,MN,1
Hennessey,OK,1
Henniker,NH,1
Henning,MN,1
Henrico,NC,3
Henrico,VA,92
Henrietta,NY,8
Henrietta,TX,1
Henry,IL,1
Henryetta,OK,1
Henryville,IN,3
Henryville,PA,1
Hephzibah,GA,15
Hercules,CA,19
Hereford,AZ,3
Herkimer,NY,1
Hermann,MO,3
Hermiston,OR,23
Hermitage,PA,2
Hermitage,TN,46
Hermosa Beach,CA,47
Hernando,FL,14
Hernando,MS,4
Hernando Beach,FL,7
Herndon,VA,29
Herriman,UT,34
Herrin,IL,5
Hershey,PA,52
Hertford,NC,3
Hesperia,CA,34
Hesperia,MI,1
Hesperus,CO,2
Hesston,KS,1
Hesston,PA,1
Hewitt,NJ,2
Hewitt,TX,2
Hewitt,WI,1
Heyburn,ID,1
Hialeah,FL,21
Hiawassee,GA,8
Hiawatha,IA,2
Hiawatha,KS,2
Hibbing,MN,16
Hickman,NE,1
Hickory,NC,62
Hickory,PA,2
Hickory Creek,TX,1
Hickory Hills,IL,2
Hicksville,NY,1
Hico,WV,2
Hidden Valley,PA,1
Hidden Valley Lake,CA,15
Hiddenite,NC,1
Hideout,UT,3
Higbee,MO,1
Higganum,CT,2
High Bridge,NJ,1
High Falls,NY,3
High Point,NC,99
High Ridge,MO,1
High Rolls Mountain Park,NM,1
High Springs,FL,6
Highgate Center,VT,3
Highland,CA,31
Highland,IN,5
Highland,MD,2
Highland,MI,2
Highland,UT,8
Highland Beach,FL,1
Highland Falls,NY,4
Highland Mills,NY,1
Highland Park,IL,6
Highland Park,MI,3
Highland Park,NJ,7
Highland Springs,VA,1
Highland Village,TX,6
Highlands,NC,8
Highlands,NJ,10
Highlands,TX,2
Highlands Ranch,CO,76
Highspire,PA,2
Hilbert,WI,1
Hildebran,NC,2
Hilham,TN,1
Hill City,SD,3
Hilliard,OH,8
Hillman,MI,2
Hillpoint,WI,1
Hillsboro,IL,1
Hillsboro,MO,1
Hillsboro,OR,79
Hillsboro,TN,1
Hillsboro,TX,1
Hillsboro,WI,2
Hillsborough,CA,8
Hillsborough,NC,25
Hillsborough,NJ,3
Hillsdale,IL,1
Hillsdale,MI,2
Hillsdale,NJ,5
Hillsdale,NY,5
Hillside,NJ,10
Hilltop,WV,2
Hilltop Lakes,TX,1
Hillview,KY,1
Hilmar,CA,1
Hilo,HI,232
Hilton,NY,7
Hilton Head,SC,19
Hilton Head Island,SC,84
Himrod,NY,2
Hinckley,OH,2
Hinesburg,VT,16
Hinesville,GA,16
Hinsdale,MA,3
Hinsdale,NH,1
Hinton,VA,1
Hinton,WV,6
Hiram,GA,19
Hitchcock,TX,4
Hiwassee,VA,2
Hixson,TN,14
Ho Ho Kus,NJ,1
Hobart,IN,3
Hobart,NY,1
Hobbs,NM,10
Hobe Sound,FL,16
Hoboken,NJ,10
Hockessin,DE,1
Hockley,TX,3
Hodgenville,KY,7
Hoffman Estates,IL,4
Hogansville,GA,4
Holbrook,AZ,1
Holbrook,MA,6
Holbrook,NY,4
Holden,MA,9
Holden,ME,11
Holden,MO,2
Holden Beach,NC,6
Holderness,NH,6
Holdrege,NE,1
Holiday,FL,27
Holladay,UT,35
Holland,MA,2
Holland,MI,26
Holland,OH,1
Holland Patent,NY,2
Hollandale,MS,1
Hollidaysburg,PA,2
Hollins,VA,1
Hollis,NY,2
Hollis Center,ME,1
Hollister,CA,32
Hollister,FL,1
Hollister,MO,6
Holliston,MA,1
Holly,MI,7
Holly Hill,FL,12
Holly Ridge,NC,10
Holly Springs,GA,2
Holly Springs,NC,22
Hollywood,CA,54
Hollywood,FL,231
Hollywood,MD,2
Hollywood,SC,3
Hollywood Beach,FL,5
Holman,NM,1
Holmdel,NJ,1
Holmes,PA,1
Holmes Beach,FL,11
Holt,MI,1
Holts Summit,MO,3
Holtsville,NY,2
Holualoa,HI,24
Holyoke,CO,1
Holyoke,MA,16
Homeland,CA,2
Homer,AK,29
Homer,IL,1
Homer,NY,3
Homer City,PA,1
Homestead,FL,43
Homestead,IA,1
Homestead,PA,6
Hometown,IL,3
Homewood,AL,7
Homewood,IL,11
Homosassa,FL,18
Homosassa Springs,FL,2
Honaunau,HI,2
Honea Path,SC,2
Honeoye,NY,6
Honeoye Falls,NY,3
Honesdale,PA,7
Honokaa,HI,28
Honomu,HI,6
Honor,MI,3
Hood River,OR,44
Hoodsport,WA,12
Hooksett,NH,23
Hoopa,CA,1
Hooper,UT,2
Hoosick Falls,NY,4
Hoover,AL,18
Hopatcong,NJ,2
Hope,ID,2
Hope,ME,4
Hope,NJ,2
Hope Hull,AL,1
Hope Mills,NC,22
Hope Valley,RI,1
Hopedale,MA,1
Hopelawn,NJ,1
Hopewell,VA,18
Hopewell Junction,NY,3
Hopkins,MI,3
Hopkins,MN,20
Hopkins,SC,8
Hopkinsville,KY,9
Hopkinton,MA,2
Hopkinton,NH,1
Hopkinton,RI,1
Hopland,CA,2
Hoquiam,WA,19
Horace,ND,3
Horicon,WI,1
Horizon City,TX,3
Horn Lake,MS,5
Hornell,NY,3
Horner,WV,1
Horse Cave,KY,2
Horse Shoe,NC,3
Horseheads,NY,17
Horseshoe Bay,TX,15
Horsham,PA,2
Horton,AL,1
Hoschton,GA,6
Hot Springs,AR,89
Hot Springs,MT,1
Hot Springs,NC,1
Hot Springs,SD,14
Hot Springs National Park,AR,27
Hot Springs Village,AR,13
Hotchkiss,CO,2
Houghton,MI,1
Houghton Lake,MI,4
Houlton,ME,2
Houma,LA,37
Housatonic,MA,5
House Springs,MO,1
Houston,AK,2
Houston,PA,2
Howard,CO,2
Howard,OH,7
Howard,PA,2
Howard,SD,1
Howard Beach,NY,3
Howard Lake,MN,2
Howe,TX,2
Howell,MI,6
Howell,NJ,1
Howey In The Hills,FL,5
Howland,ME,1
Huachuca City,AZ,2
Hubbard,OH,2
Hubbard,OR,1
Hubbard Lake,MI,2
Hubbardston,MA,1
Hubbell,MI,1
Hubert,NC,4
Huddleston,VA,2
Hudson,CO,1
Hudson,FL,71
Hudson,IA,1
Hudson,IL,1
Hudson,ME,3
Hudson,NC,1
Hudson,NH,11
Hudson,NY,15
Hudson,OH,3
Hudson,WI,16
Hudson,WY,1
Hudson Falls,NY,4
Hudsonville,MI,3
Hueytown,AL,1
Huffman,TX,5
Huger,SC,2
Hughesville,MD,1
Hughesville,PA,1
Hughson,CA,15
Hugo,MN,3
Hugo,OK,1
Hulbert,OK,1
Hull,GA,6
Hull,MA,35
Hull,TX,1
Humarock,MA,4
Humble,TX,57
Humboldt,AZ,1
Humboldt,IA,1
Humboldt,TN,2
Hummelstown,PA,32
Hungry Horse,MT,6
Hunker,PA,1
Hunt,TX,1
Hunter,NY,1
Huntersville,NC,43
Huntertown,IN,4
Huntingburg,IN,1
Huntingdon,PA,2
Huntingdon Valley,PA,3
Huntington,IN,1
Huntington,NY,13
Huntington,VT,1
Huntington,WV,49
Huntington Park,CA,6
Huntington Woods,MI,1
Huntingtown,MD,6
Huntley,IL,3
Huntley,MT,5
Huntsville,AL,171
Huntsville,OH,2
Huntsville,TX,7
Huntsville,UT,2
Hurdle Mills,NC,2
Hurley,WI,3
Hurleyville,NY,5
Hurlock,MD,4
Huron,OH,7
Huron,SD,5
Hurricane,UT,18
Hurst,TX,8
Hustonville,KY,1
Husum,WA,1
Hutchinson,KS,5
Hutchinson,MN,2
Hutchinson Island,FL,19
Hutto,TX,23
Hyannis,MA,78
Hyannis Port,MA,8
Hyattsville,MD,61
Hyde Park,MA,36
Hyde Park,NY,6
Hyde Park,VT,6
Hyden,KY,1
Hydesville,CA,1
Hygiene,CO,1
Hymera,IN,4
Hypoluxo,FL,4
Hyrum,UT,3
Idaho City,ID,1
Idaho Falls,ID,122
Idaho Springs,CO,9
Idledale,CO,1
Idleyld Park,OR,1
Idyllwild,CA,9
Idyllwild-Pine Cove,CA,1
Ignacio,CO,2
Igo,CA,1
Ijamsville,MD,3
Ilion,NY,2
Illinois City,IL,12
Illiopolis,IL,1
Ilwaco,WA,5
Imperial,CA,10
Imperial,MO,7
Imperial,PA,3
Imperial Beach,CA,79
Incline Village,NV,21
Independence,IA,2
Independence,KS,1
Independence,KY,4
Independence,MO,38
Independence,OH,2
Independence,OR,10
Index,WA,1
Indialantic,FL,22
Indian Harbour Beach,FL,13
Indian Head,MD,4
Indian Hills,CO,2
Indian Land,SC,4
Indian Orchard,MA,3
Indian River,MI,1
Indian Rocks Beach,FL,35
Indian Shores,FL,14
Indian Trail,NC,11
Indian Wells,CA,33
Indiana,PA,5
Indianapolis,IN,1138
Indianola,IA,3
Indianola,PA,1
Indianola,WA,2
Indiantown,FL,1
Ingleside,IL,2
Ingleside,TX,2
Inglis,FL,4
Ingram,TX,8
Inkom,ID,1
Inkster,MI,1
Inlet Beach,FL,9
Inman,KS,1
Inman,SC,10
Institute,WV,1
Intercession City,FL,1
Interlachen,FL,3
Interlaken,NY,1
Interlochen,MI,15
Intervale,NH,1
Inver Grove Heights,MN,7
Inverness,CA,5
Inverness,FL,37
Inverness,IL,1
Inwood,NY,2
Inwood,WV,6
Iola,KS,1
Iona,ID,1
Ione,CA,5
Ionia,MI,4
Iowa,LA,2
Iowa City,IA,184
Iowa Falls,IA,6
Iowa Park,TX,1
Ipswich,MA,13
Ipswich,SD,1
Irasburg,VT,2
Irmo,SC,27
Iron Mountain,MI,7
Iron River,MI,2
Iron River,WI,1
Iron Station,NC,2
Ironton,MN,7
Ironton,OH,2
Ironwood,MI,8
Irrigon,OR,1
Irvine,KY,1
Irvington,NJ,42
Irvington,VA,1
Irwin,PA,2
Irwinton,GA,1
Isanti,MN,2
Iselin,NJ,4
Ishpeming,MI,15
Islamorada,FL,16
Island Falls,ME,2
Island Heights,NJ,1
Island Lake,IL,2
Island Park,NY,2
Island Pond,VT,1
Islandia,NY,1
Isle,MN,3
Isle La Motte,VT,1
Isle Of Palms,SC,3
Isleton,CA,2
Islip,NY,4
Islip Terrace,NY,2
Issaquah,WA,40
Iuka,MS,3
Ivanhoe,CA,1
Ivanhoe,MN,1
Ivel,KY,1
Ivins,UT,3
Ivoryton,CT,1
Ixonia,WI,1
Jacksboro,TN,9
Jackson,CA,17
Jackson,GA,4
Jackson,MI,15
Jackson,MN,1
Jackson,MO,8
Jackson,MS,94
Jackson,NH,1
Jackson,NJ,2
Jackson,TN,51
Jackson,WI,1
Jackson,WY,12
Jackson Heights,NY,3
Jackson Springs,NC,2
Jacksons Gap,AL,2
Jacksonville,AL,1
Jacksonville,AR,22
Jacksonville,FL,764
Jacksonville,IL,3
Jacksonville,NC,68
Jacksonville,OR,50
Jacksonville,TX,3
Jacksonville,VT,1
Jacksonville Beach,FL,86
Jacumba,CA,1
Jaffrey,NH,2
Jamaica,NY,60
Jamaica,VT,1
Jamaica Plain,MA,47
James Creek,PA,2
Jamesport,NY,2
Jamestown,CA,6
Jamestown,IN,1
Jamestown,KY,1
Jamestown,MO,1
Jamestown,NC,23
Jamestown,ND,10
Jamestown,NY,6
Jamestown,RI,17
Jamestown,SC,1
Jamesville,NY,11
Jamul,CA,8
Janesville,CA,1
Janesville,MN,2
Janesville,WI,31
Jarratt,VA,1
Jarrell,TX,5
Jarrettsville,MD,1
Jasper,GA,18
Jasper,IN,5
Jasper,TN,1
Jay,FL,1
Jay,NY,1
Jay,VT,4
Jeanerette,LA,2
Jeannette,PA,2
Jefferson,AL,1
Jefferson,CO,3
Jefferson,GA,3
Jefferson,LA,30
Jefferson,ME,5
Jefferson,NC,7
Jefferson,NH,1
Jefferson,NY,3
Jefferson,OR,4
Jefferson,SD,1
Jefferson,WI,3
Jefferson City,MO,54
Jefferson City,MT,1
Jefferson City,TN,3
Jeffersonton,VA,3
Jeffersonville,IN,47
Jeffersonville,NY,1
Jeffersonville,VT,8
Jekyll Island,GA,2
Jenison,MI,1
Jenkins,MN,1
Jenkintown,PA,3
Jenks,OK,5
Jennings,LA,3
Jennings,MO,1
Jensen Beach,FL,77
Jericho,VT,9
Jermyn,PA,1
Jerome,AZ,3
Jerome,ID,8
Jerome,MO,1
Jersey Shore,PA,1
Jessup,MD,3
Jesup,IA,1
Jetmore,KS,1
Jewett City,CT,4
Jim Thorpe,PA,9
Joelton,TN,10
John Day,OR,1
Johns Creek,GA,12
Johns Island,SC,53
Johnsburg,NY,1
Johnson,AR,2
Johnson,VT,3
Johnson City,NY,40
Johnson City,TN,117
Johnson City,TX,5
Johnson Lake,NE,3
Johnsonville,SC,2
Johnston,IA,6
Johnston,RI,12
Johnstown,CO,22
Johnstown,NY,3
Johnstown,OH,3
Johnstown,PA,20
Joliet,IL,8
Jolon,CA,1
Jones,OK,1
Jones Mills,PA,1
Jonesboro,AR,28
Jonesboro,GA,80
Jonesborough,TN,20
Jonesport,ME,2
Jonestown,PA,4
Jonestown,TX,4
Jonesville,NC,5
Jonesville,SC,1
Joplin,MO,41
Joppa,MD,6
Jordan,MN,1
Jordanville,NY,1
Joseph,OR,3
Josephine,TX,1
Joshua Tree,CA,47
Julian,CA,3
Julian,NC,1
Julian,PA,2
Junction City,KS,3
Junction City,OR,13
June Lake,CA,2
Juneau,AK,85
Juneau,WI,2
Junior,WV,1
Juno Beach,FL,3
Jupiter,FL,77
Jurupa Valley,CA,25
Justin,TX,6
Kaaawa,HI,7
Kadoka,SD,1
Kahuku,HI,1
Kahului,HI,20
Kailua,HI,150
Kailua Kona,HI,173
Kaiser,MO,1
Kalaheo,HI,12
Kalama,WA,8
Kalamazoo,MI,96
Kalispell,MT,175
Kalkaska,MI,1
Kalona,IA,4
Kamas,UT,5
Kamiah,ID,3
Kamuela,HI,42
Kanab,UT,11
Kaneohe,HI,59
Kankakee,IL,5
Kannapolis,NC,32
Kansas City,KS,99
Kapaa,HI,38
Kapaau,HI,9
Kapolei,HI,57
Kasilof,AK,4
Kasson,MN,1
Kathleen,GA,4
Katonah,NY,3
Katy,TX,114
Kaufman,TX,1
Kaunakakai,HI,4
Kawkawlin,MI,1
Kaysville,UT,18
Keaau,HI,79
Kealakekua,HI,25
Keansburg,NJ,7
Kearney,MO,1
Kearney,NE,35
Kearneysville,WV,4
Kearny,NJ,7
Keauhou,HI,3
Keego Harbor,MI,2
Keene,CA,1
Keene,NH,62
Keene,NY,1
Keene,TX,3
Keenesburg,CO,2
Keeseville,NY,1
Keewatin,MN,1
Keithville,LA,2
Keizer,OR,33
Kekaha,HI,6
Keller,TX,17
Kellogg,ID,13
Kelseyville,CA,39
Kelso,WA,9
Kemah,TX,15
Kemp,TX,2
Kempner,TX,1
Kenai,AK,29
Kenbridge,VA,1
Kendall,FL,8
Kendall Park,NJ,2
Kendallville,IN,5
Kenilworth,NJ,2
Kenmore,WA,29
Kennard,IN,1
Kennebunk,ME,34
Kenner,LA,31
Kennesaw,GA,45
Kennett Square,PA,5
Kennewick,WA,77
Kenney,TX,1
Keno,OR,1
Kenosha,WI,29
Kenova,WV,2
Kensington,CA,7
Kensington,MD,10
Kent,NY,2
Kent,WA,76
Kentfield,CA,3
Kenton,KY,1
Kents Hill,ME,2
Kentwood,MI,5
Kenwood,CA,7
Keokuk,IA,3
Keosauqua,IA,1
Kerens,TX,1
Kerhonkson,NY,7
Kermit,TX,2
Kernersville,NC,33
Kerrville,TX,27
Kershaw,SC,1
Kerville,TX,2
Keswick,VA,12
Ketchikan,AK,60
Ketchum,ID,11
Kettering,OH,51
Kettle Falls,WA,5
Keuka Park,NY,2
Kew Gardens,NY,3
Key Biscayne,FL,1
Key Colony Beach,FL,2
Key Largo,FL,32
Keyes,CA,1
Keyport,NJ,4
Keyport,WA,4
Keyser,WV,2
Keystone,CO,8
Keystone,SD,6
Keystone Heights,FL,1
Keysville,VA,1
Kihei,HI,109
Kila,MT,4
Kilauea,HI,6
Kilgore,TX,4
Kilkenny,MN,1
Kill Devil Hills,NC,71
Killeen,TX,76
Killingworth,CT,3
Kilmarnock,VA,4
Kimball,MN,1
Kimball,NE,2
Kimberling City,MO,3
Kimberly,ID,8
Kimberly,WI,3
Kincaid,IL,1
King,NC,7
King City,CA,2
King George,VA,10
King Of Prussia,PA,4
Kingfield,ME,1
Kingman,AZ,92
Kings Beach,CA,9
Kings Mills,OH,2
Kings Mountain,NC,17
Kings Park,NY,4
Kingsburg,CA,6
Kingsbury,TX,1
Kingsford,MI,1
Kingsland,GA,10
Kingsland,TX,8
Kingsley,MI,3
Kingsport,TN,76
Kingston,GA,3
Kingston,MA,10
Kingston,NH,4
Kingston,OH,1
Kingston,OK,2
Kingston,PA,12
Kingston,RI,6
Kingston,TN,3
Kingston,WA,5
Kingston Springs,TN,3
Kingstree,SC,2
Kingsville,MD,2
Kingsville,TX,3
Kingwood,TX,11
Kingwood,WV,1
Kinnelon,NJ,2
Kinsley,KS,1
Kinston,NC,9
Kintnersville,PA,2
Kinzers,PA,1
